,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
341,341,341,698,149,3831,10/24/1969,Butch Cassidy and the Sundance Kid,6000000,102308900,102308900
342,342,342,699,3434,1436,8/14/2009,The Time Traveler's Wife,39000000,102332135,63414846
343,343,343,700,2160,806,1/10/2004,Ladder 49,60000000,102332848,74541707
344,344,344,701,3160,1971,6/8/2008,The Pineapple Express,26000000,102404019,87341380
345,345,345,702,3575,4601,1/29/2010,Saint John of Las Vegas,2000000,102645,102645
346,346,346,703,3780,1789,11/24/2010,Love and Other Drugs,30000000,102716321,32367005
347,347,347,704,2420,1191,4/29/2005,The Hitchhiker's Guide to the Galaxy,45000000,102746214,51019112
348,348,348,705,3498,4904,10/30/2009,The House of the Devil,1000000,102812,101215
349,349,349,706,877,1144,6/14/1996,The Cable Guy,47000000,102825796,60240295
350,350,350,707,3322,2966,1/16/2009,My Bloody Valentine,14000000,102836002,51545952
351,351,351,708,4429,2589,7/26/2013,Blue Jasmine,18000000,102912961,33404871
352,352,352,709,1735,2021,12/21/2001,Jimmy Neutron: Boy Genius,25000000,102992536,80936232
353,353,353,710,4094,3137,2/3/2012,Project X,12000000,103028188,54731865
354,354,354,711,4590,362,4/18/2014,Transcendence,100000000,103039258,23022309
355,355,355,712,4704,2585,10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094,42340598
356,356,356,713,1534,1731,11/17/2000,Rugrats in Paris,30000000,103284813,76501438
357,357,357,714,3043,1352,12/25/2007,The Water Horse: Legend of the Deep,40000000,103429755,40412817
358,358,358,715,2197,1895,3/19/2004,Dawn of the Dead,28000000,103452875,58990765
359,359,359,716,2586,5349,1/9/2006,Mutual Appreciation,30000,103509,103509
360,360,360,717,4709,3964,10/24/2014,Ouija,5000000,103683342,50856010
361,361,361,718,4475,675,10/18/2013,Escape Plan,70000000,103735965,25135965
362,362,362,719,1785,1550,3/15/2002,Resident Evil,35000000,103787401,40119709
363,363,363,720,2321,4792,10/29/2004,Saw,1200000,103880027,55968727
364,364,364,721,1111,620,7/8/1998,Snake Eyes,73000000,103891409,55591409
365,365,365,722,5071,3783,11/20/2015,Criminal Activities,7000000,103962,0
366,366,366,723,4485,833,11/1/2013,Gangster Squad,60000000,104100903,46000903
367,367,367,724,1269,731,7/16/1999,Eyes Wide Shut,65000000,104267443,55691208
368,368,368,725,3867,1803,4/2/2011,Sanctum,30000000,104283753,23209310
369,369,369,726,792,828,7/14/1995,Under Siege 2: Dark Territory,60000000,104324083,50024083
370,370,370,727,872,899,5/31/1996,Dragonheart,57000000,104364680,51364680
371,371,371,728,2785,1333,10/20/2006,The Prestige,40000000,104407366,53089891
372,372,372,729,1883,826,9/27/2002,The Tuxedo,60000000,104429625,50586000
373,373,373,730,1689,1044,9/28/2001,Don’t Say a Word,50000000,104488383,54997476
374,374,374,731,3201,2744,8/15/2008,Vicky Cristina Barcelona,16000000,104504817,23216709
375,375,375,732,1612,1173,5/10/2001,Training Day,45000000,104505362,76261036
376,376,376,733,4251,375,10/8/2012,The Campaign,95000000,104907746,86907746
377,377,377,734,4920,1121,6/3/2015,Chappie,49000000,105002056,31569268
378,378,378,735,2387,435,3/6/2005,Cinderella Man,88000000,105021488,61649911
379,379,379,736,3345,1035,3/13/2009,Race to Witch Mountain,50000000,105103783,67172594
380,380,380,737,1622,1886,6/4/2001,Along Came a Spider,28000000,105159085,74058698
381,381,381,738,3132,1742,4/18/2008,Forgetting Sarah Marshall,30000000,105173042,63172463
382,382,382,739,3757,1075,10/15/2010,Hereafter,50000000,105246941,32746941
383,383,383,740,2485,536,8/26/2005,The Brothers Grimm,80000000,105299638,37899638
384,384,384,741,2309,4623,10/12/2004,Freeze Frame,2000000,105377,0
385,385,385,742,4966,599,8/14/2015,The Man From U.N.C.L.E.,75000000,105445109,45445109
386,386,386,743,3700,1454,8/10/2010,Life as We Know It,38000000,105887837,53374681
387,387,387,744,4738,1331,11/26/2014,Horrible Bosses 2,40000000,105945357,54445357
388,388,388,745,1499,424,10/3/2000,Mission to Mars,90000000,106000000,60874615
389,389,389,746,5081,1724,12/18/2015,Sisters,30000000,106030660,87044645
390,390,390,747,833,1694,12/29/1995,Mr. Holland's Opus,31000000,106282604,82582604
391,391,391,748,3587,3464,2/19/2010,The Good Guy,10000000,106466,100688
392,392,392,749,4865,1298,3/27/2015,Get Hard,40000000,106511453,90411453
393,393,393,750,1815,522,5/24/2002,Spirit: Stallion of the Cimarron,80000000,106515310,73215310
394,394,394,751,3082,1344,2/5/2008,Made of Honor,40000000,106548738,46012734
395,395,395,752,550,3677,12/13/1989,Driving Miss Daisy,7500000,106593296,106593296
396,396,396,753,1936,1737,12/13/2002,About Schmidt,30000000,107054484,65005217
397,397,397,754,1445,976,6/16/2000,Shaft,53012938,107190108,70327868
398,398,398,755,2322,266,11/6/2004,The Chronicles of Riddick,120000000,107212751,57712751
399,399,399,756,714,3130,4/2/1994,Ace Ventura: Pet Detective,12000000,107217396,72217396
400,400,400,757,4879,1450,4/17/2015,Paul Blart: Mall Cop 2,38000000,107597242,71038190
401,401,401,758,1195,1131,1/10/1999,Three Kings,48000000,107752036,60652036
402,402,402,759,819,764,11/17/1995,The American President,62000000,107822813,60022813
403,403,403,760,2105,3511,10/17/2003,The Texas Chainsaw Massacre,9000000,107967319,80571655
404,404,404,761,2217,563,5/3/2004,Hidalgo,78000000,108086731,67286731
405,405,405,762,4208,820,8/17/2012,ParaNorman,60000000,108119662,56003051
406,406,406,763,299,969,6/19/1981,Superman II,54000000,108185706,108185706
407,407,407,764,5266,3959,11/3/2016,10 Cloverfield Lane,5000000,108286422,72082999
408,408,408,765,4560,543,2/21/2014,Pompeii,80000000,108469033,23169033
409,409,409,766,5192,1539,5/20/2016,Neighbors 2: Sorority Rising,35000000,108758521,55340730
410,410,410,767,3366,4496,4/17/2009,Sleep Dealer,2500000,108907,80136
411,411,411,768,204,4145,11/19/1975,One Flew Over the Cuckoo's Nest,4400000,108981275,108981275
412,412,412,769,3512,839,11/20/2009,Planet 51,60000000,108996113,42194060
413,413,413,770,4635,3467,7/11/2014,Elsa & Fred,10000000,109144,67657
414,414,414,771,2411,2558,4/15/2005,The Amityville Horror,18500000,109175673,65233369
415,415,415,772,1510,3983,10/13/2000,Billy Elliot,5000000,109273197,21995263
416,416,416,773,3192,623,8/2/2008,Fool's Gold,72500000,109362966,70231041
417,417,417,774,3586,3463,2/19/2010,Blood Done Sign My Name,10000000,109383,109383
418,418,418,775,3387,3067,5/29/2009,Män som hatar kvinnor,13000000,109421911,12749992
419,419,419,776,325,4161,3/19/1982,Porky's,4000000,109492484,109492484
420,420,420,777,2315,2671,10/22/2004,Sideways,17000000,109793192,71502303
421,421,421,778,2592,2659,1/13/2006,Hoodwinked,17500000,109843390,51386611
422,422,422,779,2423,977,5/8/2005,The Dukes of Hazzard,53000000,109848461,80270227
423,423,423,780,1766,2342,2/15/2002,Peter Pan: Return to Neverland,20000000,109862682,48430258
424,424,424,781,0,5293,8/2/1915,The Birth of a Nation,110000,11000000,10000000
425,425,425,782,35,4785,1/1/1945,The Lost Weekend,1250000,11000000,11000000
426,426,426,783,180,4106,5/23/1973,Pat Garrett and Billy the Kid,4638783,11000000,8000000
427,427,427,784,81,4016,1/1/1959,Solomon and Sheba,5000000,11000000,11000000
428,428,428,785,52,4517,9/24/1951,Show Boat,2300000,11000000,11000000
429,429,429,786,77,4015,1/1/1957,A Farewell To Arms,5000000,11014685,11000000
430,430,430,787,3671,1149,6/18/2010,Jonah Hex,47000000,11022696,10547117
431,431,431,788,423,4356,10/25/1985,Krush Groove,3000000,11052713,11052713
432,432,432,789,431,2121,1/7/1986,Big Trouble in Little China,25000000,11100000,11100000
433,433,433,790,4849,1630,3/13/2015,The Lovers,35000000,11106,0
434,434,434,791,1287,2127,8/13/1999,Brokedown Palace,25000000,11115766,10115014
435,435,435,792,2132,4188,11/26/2003,The Cooler,4000000,11131455,8291572
436,436,436,793,2864,3068,2/23/2007,The Astronaut Farmer,13000000,11141213,11003643
437,437,437,794,1064,2885,3/4/1998,Barney's Great Adventure,15000000,11156471,11156471
438,438,438,795,4260,2996,10/26/2012,Fun Size ,14000000,11166615,9409538
439,439,439,796,3734,2917,9/15/2010,Never Let Me Go,15000000,11173718,2434652
440,440,440,797,2429,4714,5/10/2005,The Squid and the Whale,1500000,11191423,7372734
441,441,441,798,1051,1222,1/30/1998,Deep Rising,45000000,11203026,11203026
442,442,442,799,478,2697,7/24/1987,Superman IV: The Quest for Peace,17000000,11227824,11227824
443,443,443,800,3119,2123,3/28/2008,Stop-Loss,25000000,11229035,10915744
444,444,444,801,2178,4565,2/7/2004,Before Sunset,2000000,11234552,5792822
445,445,445,802,3979,2126,9/16/2011,Straw Dogs,25000000,11253821,10324441
446,446,446,803,3084,4580,2/5/2008,Son of Rambow: A Home Movie,2000000,11263263,1785505
447,447,447,804,1193,1638,1/9/1999,Chill Factor,34000000,11263966,11263966
448,448,448,805,4389,4377,5/17/2013,Frances Ha,3000000,11267511,4067398
449,449,449,806,3031,3108,12/10/2007,Lars and the Real Girl,12500000,11277119,5956480
450,450,450,807,2662,4371,4/28/2006,Water,3000000,11322573,5529144
451,451,451,808,3927,3880,7/15/2011,Snow Flower and the Secret Fan,6000000,11348205,1348205
452,452,452,809,5123,3014,1/11/2016,Reign of Assassins,14000000,11354230,0
453,453,453,810,314,3427,11/2/1981,Sphinx,10000000,11400000,2000000
454,454,454,811,2108,877,10/24/2003,Beyond Borders,60000000,11427090,4426297
455,455,455,812,4256,4859,10/19/2012,The Sessions,1000000,11495204,6002451
456,456,456,813,1008,961,10/1/1997,Turbulence,55000000,11532774,11532774
457,457,457,814,2615,4387,2/24/2006,Tsotsi,3000000,11537539,2912606
458,458,458,815,2192,2758,3/9/2004,The Cookout,16000000,11540112,11540112
459,459,459,816,1515,4552,10/20/2000,The Legend of Drunken Master,2000000,11546543,11546543
460,460,460,817,2023,1613,5/9/2003,The Order,35000000,11559747,7659747
461,461,461,818,3597,4914,3/9/2010,16 to Life,1000000,11574,11574
462,462,462,819,1349,1831,12/3/1999,Wing Commander,30000000,11578022,11578022
463,463,463,820,2604,2923,2/6/2006,Banlieue 13,15000000,11599903,1200216
464,464,464,821,414,2117,6/21/1985,Lifeforce,25000000,11603545,11603545
465,465,465,822,1295,2884,8/27/1999,The Muse,15000000,11614954,11614954
466,466,466,823,3883,3951,4/22/2011,Dum Maaro Dum,5200000,11633427,564489
467,467,467,824,1197,2696,1/10/1999,The Adventures of Elmo in Grouchland,17000000,11634458,11634458
468,468,468,825,545,3856,10/13/1989,Halloween 5: The Revenge of Michael Myers,6000000,11642254,11642254
469,469,469,826,1537,3023,11/22/2000,Quills,13500000,11732088,7060876
470,470,470,827,3305,3018,12/31/2008,Ca$h,13700000,11738256,0
471,471,471,828,108,4181,8/8/1963,The Great Escape,4000000,11744471,11744471
472,472,472,829,723,2446,6/5/1994,3 Ninjas Kick Back,20000000,11744960,11744960
473,473,473,830,2434,3813,5/13/2005,Layer Cake,6500000,11745931,2339957
474,474,474,831,3663,1269,5/28/2010,Micmacs,42000000,11756922,1259693
475,475,475,832,2537,3685,10/21/2005,Shopgirl,7500000,11758418,10284523
476,476,476,833,4179,3399,6/22/2012,Seeking a Friend for the End of the World,10000000,11766959,7078738
477,477,477,834,744,5010,10/14/1994,Hoop Dreams,700000,11768371,7768371
478,478,478,835,4588,4141,4/9/2014,Falcon Rising,4500000,11774,11774
479,479,479,836,3206,2217,8/22/2008,The Longshots,23000000,11778396,11511323
480,480,480,837,780,3855,5/24/1995,Tales from the Hood,6000000,11784569,11784569
481,481,481,838,1910,4194,11/10/2002,The Rules of Attraction,4000000,11799060,6525762
482,482,482,839,497,4711,2/26/1988,Bloodsport,1500000,11806119,11806119
483,483,483,840,1253,2757,5/28/1999,The Thirteenth Floor,16000000,11810854,11810854
484,484,484,841,5179,2458,4/29/2016,Ratchet and Clank,20000000,11813410,8813410
485,485,485,842,4455,2619,8/30/2013,Getaway,18000000,11813989,10501938
486,486,486,843,3760,3107,10/15/2010,Conviction,12500000,11826980,6797696
487,487,487,844,3610,3078,3/26/2010,Chloe,13000000,11831131,3075255
488,488,488,845,1945,3684,12/20/2002,Narc,7500000,11843260,10465659
489,489,489,846,4850,3471,3/13/2015,Hross i oss,10000000,11894,11894
490,490,490,847,1660,2904,8/10/2001,Mulholland Drive,15000000,11919578,7219578
491,491,491,848,2594,3383,1/20/2006,End of the Spear,10000000,11924041,11748661
492,492,492,849,3080,4962,1/25/2008,"4 luni, 3 saptamani si 2 zile",900000,11993156,1196321
493,493,493,850,4320,937,1/11/2013,Free Birds,55000000,110387072,55750480
494,494,494,851,822,991,11/22/1995,Casino,52000000,110400000,42438300
495,495,495,852,796,2242,7/28/1995,The Net,22000000,110521733,50621733
496,496,496,853,2234,5302,6/2/2004,The Lost Skeleton of Cadavra,100000,110536,110536
497,497,497,854,4917,381,6/2/2015,Seventh Son,95000000,110623265,17223265
498,498,498,855,5130,1459,1/22/2016,The 5th Wave,38000000,110678636,34912982
499,499,499,856,1450,5273,6/23/2000,Woman Chaser,150000,110719,110719
500,500,500,857,2794,3133,11/8/2006,Step Up,12000000,110989157,65328121
501,501,501,858,3985,1030,9/23/2011,Moneyball,50000000,111300835,75605492
502,502,502,859,2245,2328,6/23/2004,White Chicks,20000000,111448997,69148997
503,503,503,860,4639,3513,7/18/2014,The Purge: Anarchy,9000000,111534881,71562550
504,504,504,861,131,3496,6/13/1967,You Only Live Twice,9500000,111600000,43100000
505,505,505,862,1949,1564,12/27/2002,The Pianist,35000000,111854182,32519322
506,506,506,863,121,3241,12/22/1965,Doctor Zhivago,11000000,111859493,111721000
507,507,507,864,4680,825,9/26/2014,The Boxtrolls,60000000,111946251,50837305
508,508,508,865,716,1209,4/11/1994,Frankenstein,45000000,112006296,22006296
509,509,509,866,1399,2201,3/17/2000,Final Destination,23000000,112036870,53302314
510,510,510,867,3076,1140,1/25/2008,Rambo,47500000,112214531,42754105
511,511,511,868,3568,1132,1/22/2010,The Tooth Fairy,48000000,112610386,60022256
512,512,512,869,2765,2037,10/2/2006,Final Destination 3,25000000,112798051,54098051
513,513,513,870,4331,1893,1/28/2013,Last Vegas,28000000,112914167,63914167
514,514,514,871,3236,1659,10/12/2008,The Reader,32500000,112964875,34194407
515,515,515,872,4923,4741,6/3/2015,Road Hard,1500000,113169,113169
516,516,516,873,882,1074,6/28/1996,Striptease,50000000,113309743,33109743
517,517,517,874,3026,552,12/1/2007,Arthur et les Minimoys,80000000,113325743,15132763
518,518,518,875,791,1534,7/7/1995,Species,35000000,113354449,60054449
519,519,519,876,4142,3124,4/20/2012,Think Like a Man,12000000,113373764,91547205
520,520,520,877,4465,1156,9/20/2013,Prisoners,46000000,113402302,61002302
521,521,521,878,2593,1182,1/20/2006,Underworld: Evolution,45000000,113417762,62318875
522,522,522,879,1667,4902,8/22/2001,Lisa Picard is Famous,1000000,113433,113433
523,523,523,880,785,470,6/30/1995,Judge Dredd,85000000,113487912,34687912
524,524,524,881,1645,692,7/13/2001,The Score,68000000,113542091,71069884
525,525,525,882,5248,127,9/30/2016,Deepwater Horizon,156000000,113611666,61433527
526,526,526,883,1816,1155,5/24/2002,Insomnia,46000000,113622499,67263182
527,527,527,884,2611,4289,2/17/2006,Winter Passing,3500000,113783,107492
528,528,528,885,3245,947,10/24/2008,Changeling,55000000,113805580,35739802
529,529,529,886,1410,1183,4/8/2000,Coyote Ugly,45000000,113916474,60786269
530,530,530,887,2073,2019,8/15/2003,Freddy vs. Jason,25000000,114576403,82622655
531,531,531,888,1749,653,1/3/2002,We Were Soldiers,70000000,114658262,78120196
532,532,532,889,2509,1753,9/23/2005,The Corpse Bride,30000000,114770654,53359111
533,533,533,890,2691,1334,6/16/2006,The Lake House,40000000,114830111,52330111
534,534,534,891,4513,1520,12/13/2013,Saving Mr. Banks,35000000,114962525,83299761
535,535,535,892,3692,465,7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,114979922,45539292
536,536,536,893,813,1703,10/20/1995,Get Shorty,30250000,115021008,72021008
537,537,537,894,2340,2040,12/11/2004,Finding Neverland,25000000,115036108,51676606
538,538,538,895,4307,1736,1/2/2013,Warm Bodies,30000000,115121608,66380662
539,539,539,896,3450,1747,9/1/2009,Bride Wars,30000000,115150424,58715510
540,540,540,897,3582,5370,2/4/2010,Breaking Upwards,15000,115592,115592
541,541,541,898,4081,2976,1/13/2012,The Iron Lady,14000000,115592104,29959436
542,542,542,899,3115,4406,3/21/2008,The Grand,3000000,115879,115879
543,543,543,900,171,3705,12/17/1971,Diamonds Are Forever,7200000,116000000,43800000
544,544,544,901,2248,1728,6/25/2004,The Notebook,30000000,116025023,81001787
545,545,545,902,4245,2674,9/28/2012,Pitch Perfect,17000000,116044347,65001093
546,546,546,903,2195,1560,3/12/2004,Closer,35000000,116177695,33987757
547,547,547,904,1099,666,6/11/1998,The Siege,70000000,116625798,40934175
548,548,548,905,3367,1145,4/22/2009,Earth,47000000,116773317,32011576
549,549,549,906,3881,1453,4/22/2011,Water for Elephants,38000000,116809717,58709717
550,550,550,907,1754,1665,1/18/2002,Snow Dogs,32000000,116898028,81150692
551,551,551,908,2136,4164,12/9/2003,Lost in Translation,4000000,117085297,44585453
552,552,552,909,2297,1036,9/24/2004,The Forgotten,50000000,117211892,66711892
553,553,553,910,1304,1492,9/17/1999,Blue Streak,36000000,117448157,68208190
554,554,554,911,5300,1452,12/23/2016,Why Him?,38000000,117523786,60323786
555,555,555,912,730,1169,7/20/1994,The Client,45000000,117615211,92115211
556,556,556,913,3630,1532,4/30/2010,A Nightmare on Elm Street,35000000,117729621,63075011
557,557,557,914,3580,3890,2/4/2010,The Greatest,6000000,117796,115862
558,558,558,915,1164,656,11/12/1998,Star Trek: Insurrection,70000000,117800000,70187658
559,559,559,916,2311,1326,10/15/2004,Shall We Dance?,40000000,118097882,57887882
560,560,560,917,3250,3286,10/24/2008,Saw V,10800000,118209778,56746769
561,561,561,918,3496,3499,10/30/2009,Gentlemen Broncos,9500000,118482,113682
562,562,562,919,2890,2324,4/13/2007,Disturbia,20000000,118537627,80818974
563,563,563,920,3230,699,10/10/2008,Body of Lies,67500000,118556530,39394666
564,564,564,921,5122,3308,1/7/2016,The Purge: Election Year,10000000,118557124,79042440
565,565,565,922,2645,998,4/8/2006,Barnyard: The Original Party Animals,51000000,118583844,72779000
566,566,566,923,3728,4493,9/4/2010,Valley of the Hearts Delight,2500000,118666,118666
567,567,567,924,4057,1029,12/23/2011,We Bought a Zoo,50000000,118729073,75624550
568,568,568,925,5204,3039,6/24/2016,The Shallows,13000000,118888025,55121623
569,569,569,926,1857,1046,8/5/2002,Unfaithful,50000000,119114494,52752475
570,570,570,927,721,1060,5/25/1994,Beverly Hills Cop III,50000000,119180938,42586861
571,571,571,928,2683,2036,6/6/2006,The Omen,25000000,119295584,54607383
572,572,572,929,2774,3889,10/11/2006,Come Early Morning,6000000,119452,119452
573,573,573,930,187,4458,1/1/1974,Blazing Saddles,2600000,119500000,119500000
574,574,574,931,3037,594,12/21/2007,Charlie Wilson's War,75000000,119512771,66661095
575,575,575,932,3514,1428,11/20/2009,Red Cliff,40000000,119627047,627047
576,576,576,933,3471,534,9/25/2009,Surrogates,80000000,119668350,38577772
577,577,577,934,1842,1447,7/8/2002,Spy Kids 2: The Island of Lost Dreams,38000000,119721296,85846296
578,578,578,935,1434,2727,5/19/2000,Road Trip,16000000,119739110,68525609
579,579,579,936,1789,4740,3/22/2002,Stolen Summer,1500000,119841,119841
580,580,580,937,2080,2064,8/29/2003,Jeepers Creepers II,25000000,119923801,35623801
581,581,581,938,225,2278,6/24/1977,Sorcerer,21600000,12000000,12000000
582,582,582,939,123,4276,2/23/1966,Harper,3500000,12000000,12000000
583,583,583,940,1202,1830,1/15/1999,In Dreams,30000000,12017369,12017369
